customer_id,customer_name,total_rentals,unique_films_rented,unique_categories_rented,rental_frequency,late_return_rate,total_spent,new_films_rented,cluster
378,EUGENE CULPEPPER,19,19,12,4.5789,0.2632,71.81,19,3
379,CARLOS COUGHLIN,23,22,13,3.8696,0.4348,106.77,23,0
380,RUSSELL BRINSON,36,35,14,2.3611,0.5556,136.64,36,2
381,BOBBY BOUDREAU,35,34,13,2.5429,0.3143,106.65,35,2
382,VICTOR BARKLEY,24,24,14,3.6667,0.2917,91.76,24,0
383,MARTIN BALES,27,27,11,3.3333,0.3704,103.73,27,0
384,ERNEST STEPP,25,23,12,3.5600,0.4800,89.75,25,3
385,PHILLIP HOLM,26,26,10,3.2692,0.4231,101.74,26,3
386,TODD TAN,29,28,12,3.0000,0.4828,117.71,29,0
387,JESSE SCHILLING,26,26,15,3.3846,0.4615,101.74,26,0
388,CRAIG MORRELL,30,30,14,8.8333,0.5333,124.70,30,2
389,ALAN KAHN,26,26,15,3.2308,0.6538,124.74,26,0
390,SHAWN HEATON,33,33,13,2.6667,0.4848,152.67,33,2
391,CLARENCE GAMEZ,30,29,14,2.9333,0.4667,104.70,30,0
392,SEAN DOUGLASS,23,23,14,2.8696,0.6087,91.77,23,0
393,PHILIP CAUSEY,31,31,14,2.8065,0.6774,121.69,31,2
394,CHRIS BROTHERS,22,22,14,12.0000,0.3182,84.78,22,1
395,JOHNNY TURPIN,19,19,10,3.6316,0.2105,57.81,19,3
396,EARL SHANKS,27,27,11,3.1852,0.5926,111.73,27,0
397,JIMMY SCHRADER,29,29,14,2.8621,0.4483,105.71,29,0
398,ANTONIO MEEK,16,16,9,5.4375,0.7500,78.84,16,3
399,DANNY ISOM,21,21,10,4.2857,0.6190,91.79,21,3
400,BRYAN HARDISON,28,28,16,3.2143,0.6429,124.72,28,0
401,TONY CARRANZA,21,21,14,4.2381,0.3333,73.79,21,3
402,LUIS YANEZ,20,20,13,4.3000,0.5000,79.80,20,3
403,MIKE WAY,35,34,15,2.4857,0.4286,166.65,35,2
404,STANLEY SCROGGINS,30,30,13,2.7667,0.5333,139.70,30,2
405,LEONARD SCHOFIELD,32,30,13,8.2813,0.5000,109.68,32,2
406,NATHAN RUNYON,32,32,13,2.5938,0.4375,122.68,32,2
407,DALE RATCLIFF,27,26,12,3.1852,0.4815,112.73,27,0
408,MANUEL MURRELL,30,29,11,3.0333,0.4333,116.70,30,0
409,RODNEY MOELLER,23,22,13,3.7826,0.5652,104.77,23,0
410,CURTIS IRBY,38,37,14,6.4211,0.5789,167.62,38,2
411,NORMAN CURRIER,26,26,11,10.0385,0.3077,80.74,26,1
412,ALLEN BUTTERFIELD,21,20,9,12.5714,0.3810,85.79,21,1
413,MARVIN YEE,21,21,12,4.2857,0.1429,75.79,21,3
414,VINCENT RALSTON,25,24,13,3.6000,0.4800,105.75,25,0
415,GLENN PULLEN,23,22,14,3.7826,0.5217,93.77,23,0
416,JEFFERY PINSON,31,31,15,2.8710,0.5161,121.69,31,2
417,TRAVIS ESTEP,25,24,10,10.5600,0.5200,110.75,25,1
418,JEFF EAST,30,30,15,2.1667,0.4000,107.70,30,0
419,CHAD CARBONE,25,25,14,3.6000,0.3600,89.75,25,0
420,JACOB LANCE,21,21,12,4.0952,0.3333,79.79,21,3
421,LEE HAWKS,27,26,12,9.7037,0.4074,119.73,27,1
422,MELVIN ELLINGTON,26,25,12,10.1154,0.5385,97.74,26,1
423,ALFRED CASILLAS,26,26,13,2.6538,0.5769,120.74,26,0
424,KYLE SPURLOCK,30,30,13,8.7667,0.4000,110.70,30,1
425,FRANCIS SIKES,26,26,14,3.2308,0.5000,104.74,26,0
426,BRADLEY MOTLEY,27,27,14,3.1852,0.5185,126.73,27,0
427,JESUS MCCARTNEY,24,24,12,3.7083,0.8333,114.76,24,0
428,HERBERT KRUGER,20,20,12,4.0500,0.5000,78.80,20,3
429,FREDERICK ISBELL,21,21,12,4.1429,0.5238,105.79,21,3
430,RAY HOULE,22,22,11,4.0455,0.4545,79.78,22,3
431,JOEL FRANCISCO,23,23,11,11.2609,0.4783,95.77,23,1
432,EDWIN BURK,23,23,11,3.8261,0.5652,116.77,23,3
433,DON BONE,25,25,13,3.5600,0.5200,133.75,25,0
434,EDDIE TOMLIN,27,27,12,3.1852,0.5556,128.73,27,0
435,RICKY SHELBY,25,25,13,3.4000,0.4400,91.75,25,0
436,TROY QUIGLEY,30,30,14,3.0000,0.6667,144.70,30,2
437,RANDALL NEUMANN,23,22,11,3.8261,0.6522,99.77,23,3
438,BARRY LOVELACE,33,32,15,8.0303,0.5152,134.67,33,2
439,ALEXANDER FENNELL,36,35,14,2.5000,0.5000,151.64,36,2
440,BERNARD COLBY,22,21,13,11.8182,0.3182,88.78,22,1
441,MARIO CHEATHAM,28,28,14,9.3214,0.4286,112.72,28,1
442,LEROY BUSTAMANTE,32,32,15,2.7188,0.4688,118.68,32,2
443,FRANCISCO SKIDMORE,22,22,13,3.8182,0.6818,98.78,22,0
444,MARCUS HIDALGO,30,30,15,2.9667,0.5333,115.70,30,2
445,MICHEAL FORMAN,26,26,11,3.3846,0.4615,102.74,26,0
446,THEODORE CULP,31,30,13,2.9032,0.5161,116.69,31,0
447,CLIFFORD BOWENS,29,28,13,3.0345,0.4483,113.71,29,0
448,MIGUEL BETANCOURT,29,29,13,9.1034,0.6207,135.71,29,1
449,OSCAR AQUINO,20,20,13,4.4000,0.7000,99.80,20,3
450,JAY ROBB,26,26,12,10.0769,0.4615,89.74,26,1
451,JIM REA,33,32,14,2.7273,0.5152,128.67,33,2
452,TOM MILNER,32,31,14,8.2188,0.5000,107.68,32,2
453,CALVIN MARTEL,23,23,14,2.8261,0.6957,111.77,23,0
454,ALEX GRESHAM,33,33,16,2.6061,0.4545,151.67,33,2
455,JON WILES,24,24,14,3.7500,0.5833,87.76,24,0
456,RONNIE RICKETTS,25,25,12,3.6000,0.4400,100.75,25,0
457,BILL GAVIN,28,28,12,9.2500,0.4643,114.72,28,1
458,LLOYD DOWD,19,18,12,3.4211,0.5263,66.81,19,3
459,TOMMY COLLAZO,38,38,13,2.3947,0.4474,186.62,38,2
460,LEON BOSTIC,25,24,14,3.5600,0.5200,109.75,25,0
461,DEREK BLAKELY,28,28,12,3.0714,0.3929,97.72,28,0
462,WARREN SHERROD,33,33,15,2.6970,0.6061,159.67,33,2
463,DARRELL POWER,25,24,12,3.4400,0.4000,91.75,25,3
464,JEROME KENYON,16,15,10,5.5625,0.7500,73.84,16,3
465,FLOYD GANDY,17,17,10,5.1176,0.4706,69.83,17,3
466,LEO EBERT,23,23,13,3.6522,0.4783,104.77,23,0
467,ALVIN DELOACH,29,28,16,3.0690,0.5517,139.71,29,2
468,TIM CARY,39,38,16,2.3077,0.5385,175.61,39,2
469,WESLEY BULL,40,38,14,2.2250,0.6000,177.60,40,2
470,GORDON ALLARD,32,32,13,2.7500,0.5313,160.68,32,2
471,DEAN SAUER,27,27,13,3.2222,0.4815,109.73,27,0
472,GREG ROBINS,30,30,12,8.8333,0.5333,141.70,30,1
473,JORGE OLIVARES,34,34,15,2.5882,0.3529,134.66,34,2
474,DUSTIN GILLETTE,26,26,13,10.0385,0.5000,100.74,26,1
475,PEDRO CHESTNUT,24,24,10,3.6250,0.5417,103.76,24,3
476,DERRICK BOURQUE,22,20,12,11.9091,0.5000,95.78,22,1
477,DAN PAINE,22,22,12,3.8636,0.5909,109.78,22,3
478,LEWIS LYMAN,19,19,10,3.5789,0.5263,86.81,19,3
479,ZACHARY HITE,31,31,14,8.5484,0.6452,146.69,31,2
480,COREY HAUSER,22,22,14,3.9545,0.5455,101.78,22,0
481,HERMAN DEVORE,29,29,13,2.8276,0.3793,115.71,29,0
482,MAURICE CRAWLEY,29,26,14,3.0690,0.4483,138.71,29,0
483,VERNON CHAPA,18,18,11,4.5556,0.5000,88.82,18,3
484,ROBERTO VU,30,30,16,3.0000,0.5667,139.70,30,2
485,CLYDE TOBIAS,29,29,14,2.7586,0.5517,115.71,29,0
486,GLEN TALBERT,26,26,13,3.1923,0.5769,113.74,26,0
487,HECTOR POINDEXTER,26,26,13,2.4615,0.6538,119.74,26,0
488,SHANE MILLARD,22,22,13,3.0909,0.5909,95.78,22,3
489,RICARDO MEADOR,21,21,8,4.2381,0.5238,99.79,21,3
490,SAM MCDUFFIE,24,24,12,3.6250,0.5417,117.76,24,0
491,RICK MATTOX,27,26,14,3.2593,0.4444,124.73,27,0
492,LESTER KRAUS,16,16,10,5.6250,0.4375,65.84,16,3
493,BRENT HARKINS,23,23,13,11.3913,0.5652,112.77,23,1
494,RAMON CHOATE,31,31,14,2.7742,0.6129,140.69,31,2
495,CHARLIE BESS,26,25,14,10.0769,0.6154,120.74,26,1
496,TYLER WREN,21,21,11,12.5238,0.3810,88.79,21,1
497,GILBERT SLEDGE,28,28,11,9.2500,0.4643,129.72,28,1
498,GENE SANBORN,27,27,14,3.1852,0.4815,97.73,27,0
499,MARC OUTLAW,30,29,15,3.0000,0.5667,123.70,30,2
500,REGINALD KINDER,28,28,13,3.2143,0.5000,115.72,28,0
501,RUBEN GEARY,21,21,12,4.1429,0.6190,89.79,21,3
502,BRETT CORNWELL,34,33,14,2.6176,0.4706,138.66,34,2
503,ANGEL BARCLAY,32,31,14,2.8125,0.2813,115.68,32,2
504,NATHANIEL ADAM,28,28,14,3.2143,0.6786,133.72,28,0
505,RAFAEL ABNEY,21,21,11,12.5714,0.6190,97.79,21,1
506,LESLIE SEWARD,35,35,14,2.5714,0.6000,152.65,35,2
507,EDGAR RHOADS,25,25,14,3.5600,0.4400,95.75,25,0
508,MILTON HOWLAND,25,25,14,10.5200,0.6400,127.75,25,1
509,RAUL FORTIER,20,20,11,4.5000,0.6000,100.80,20,3
510,BEN EASTER,26,25,13,3.4231,0.5000,122.74,26,0
511,CHESTER BENNER,24,23,11,3.7083,0.4583,99.76,24,3
512,CECIL VINES,26,25,12,9.3846,0.5000,115.74,26,1
513,DUANE TUBBS,31,29,13,2.7419,0.5806,148.69,31,2
514,FRANKLIN TROUTMAN,22,22,13,3.9545,0.4545,74.78,22,3
515,ANDRE RAPP,28,28,13,3.1429,0.4643,126.72,28,0
516,ELMER NOE,26,25,15,10.1154,0.6154,98.74,26,1
517,BRAD MCCURDY,25,25,13,3.4000,0.4400,105.75,25,0
518,GABRIEL HARDER,26,26,11,3.3077,0.4615,111.74,26,0
519,RON DELUCA,23,23,13,3.6087,0.6522,103.77,23,0
520,MITCHELL WESTMORELAND,32,32,15,2.6563,0.4688,134.68,32,2
521,ROLAND SOUTH,23,23,12,10.5652,0.5217,80.77,23,1
522,ARNOLD HAVENS,33,33,16,2.6667,0.6667,167.67,33,2
523,HARVEY GUAJARDO,22,22,12,4.0455,0.5455,93.78,22,3
524,JARED ELY,19,19,13,4.6842,0.5263,87.81,19,3
525,ADRIAN CLARY,19,18,9,13.8421,0.6316,74.81,19,3
526,KARL SEAL,45,44,15,1.9333,0.6000,221.55,45,2
527,CORY MEEHAN,24,24,11,10.1667,0.4167,81.76,24,1
528,CLAUDE HERZOG,25,24,13,3.5600,0.6800,111.75,25,0
529,ERIK GUILLEN,29,29,13,3.0000,0.6207,118.71,29,0
530,DARRYL ASHCRAFT,23,23,14,11.3043,0.3913,76.77,23,1
531,JAMIE WAUGH,25,25,13,3.5200,0.5200,118.75,25,0
532,NEIL RENNER,32,31,14,8.2813,0.6563,152.68,32,2
533,JESSIE MILAM,33,33,13,8.0000,0.5152,141.67,33,2
534,CHRISTIAN JUNG,24,24,13,11.0000,0.5000,88.76,24,1
535,JAVIER ELROD,32,32,15,2.8125,0.4688,135.68,32,2
536,FERNANDO CHURCHILL,25,25,13,3.5600,0.5200,117.75,25,0
537,CLINTON BUFORD,25,25,14,10.4800,0.4000,103.75,25,1
538,TED BREAUX,29,29,14,2.9655,0.4138,117.71,29,0
539,MATHEW BOLIN,22,22,11,4.0000,0.6818,90.78,22,3
540,TYRONE ASHER,24,24,14,2.8750,0.5000,112.76,24,0
541,DARREN WINDHAM,24,23,14,3.5000,0.6250,108.76,24,0
542,LONNIE TIRADO,18,18,10,4.8889,0.7778,94.82,18,3
543,LANCE PEMBERTON,22,21,13,4.0455,0.4545,82.78,22,3
544,CODY NOLEN,22,22,13,4.0000,0.5455,98.78,22,3
545,JULIO NOLAND,21,21,11,4.2381,0.5714,89.79,21,3
546,KELLY KNOTT,25,25,13,3.5600,0.4800,103.75,25,0
547,KURT EMMONS,23,23,12,3.8261,0.3478,99.77,23,3
548,ALLAN CORNISH,19,19,10,13.8947,0.6842,79.81,19,1
549,NELSON CHRISTENSON,20,20,11,4.4500,0.2500,77.80,20,3
550,GUY BROWNLEE,32,32,15,8.1250,0.5313,159.68,32,2
551,CLAYTON BARBEE,26,26,15,3.3846,0.4615,96.74,26,0
552,HUGH WALDROP,21,20,13,4.2381,0.3810,90.79,21,3
553,MAX PITT,24,24,14,3.5833,0.4583,107.76,24,0
554,DWAYNE OLVERA,22,22,11,3.9545,0.4091,101.78,22,3
555,DWIGHT LOMBARDI,17,17,10,3.6471,0.6471,74.83,17,3
556,ARMANDO GRUBER,21,21,13,4.2381,0.6190,83.79,21,3
557,FELIX GAFFNEY,24,23,14,10.9583,0.4167,73.76,24,1
558,JIMMIE EGGLESTON,28,27,13,2.3214,0.5357,135.72,28,0
559,EVERETT BANDA,28,28,14,2.3214,0.6071,110.72,28,0
560,JORDAN ARCHULETA,30,29,13,8.8333,0.5000,132.70,30,1
561,IAN STILL,27,27,12,9.6296,0.4074,96.73,27,1
562,WALLACE SLONE,25,24,14,3.4400,0.6400,109.75,25,0
563,KEN PREWITT,29,27,14,2.9655,0.5862,110.71,29,0
564,BOB PFEIFFER,24,24,12,3.6667,0.5833,91.76,24,0
565,JAIME NETTLES,29,29,16,3.0345,0.4828,126.71,29,2
566,CASEY MENA,34,33,16,2.5588,0.5294,141.66,34,2
567,ALFREDO MCADAMS,20,20,12,3.2500,0.4000,85.80,20,3
568,ALBERTO HENNING,21,21,12,11.5714,0.3333,66.79,21,1
569,DAVE GARDINER,32,31,14,2.8125,0.5625,134.68,32,2
570,IVAN CROMWELL,26,26,12,9.9615,0.4615,99.74,26,1
571,JOHNNIE CHISHOLM,24,23,13,3.7083,0.6667,121.76,24,0
572,SIDNEY BURLESON,25,25,14,3.3600,0.6000,108.75,25,0
573,BYRON BOX,29,28,15,2.8276,0.5517,120.71,29,0
574,JULIAN VEST,28,28,14,3.1071,0.5000,109.72,28,0
575,ISAAC OGLESBY,29,29,13,3.1034,0.3793,126.71,29,0
576,MORRIS MCCARTER,34,34,13,7.6765,0.5000,139.66,34,2
577,CLIFTON MALCOLM,27,27,15,3.2963,0.5556,117.73,27,0
578,WILLARD LUMPKIN,22,22,12,3.9545,0.5000,96.78,22,3
579,DARYL LARUE,27,26,13,8.9259,0.5556,111.73,27,1
580,ROSS GREY,27,27,14,3.2222,0.5556,99.73,27,0
581,VIRGIL WOFFORD,27,27,12,3.1481,0.5926,107.73,27,0
582,ANDY VANHORN,25,24,13,10.5600,0.5200,113.75,25,1
583,MARSHALL THORN,23,22,11,2.9130,0.6087,117.77,23,3
584,SALVADOR TEEL,30,30,14,2.9333,0.6333,129.70,30,2
585,PERRY SWAFFORD,24,24,12,10.1667,0.5000,117.76,24,1
586,KIRK STCLAIR,19,19,12,4.7368,0.2632,64.81,19,3
587,SERGIO STANFIELD,26,26,13,10.1538,0.3462,108.74,26,1
588,MARION OCAMPO,29,29,11,2.9655,0.4483,115.71,29,0
589,TRACY HERRMANN,28,28,14,3.1071,0.5714,129.72,28,0
590,SETH HANNON,25,25,11,10.4800,0.4800,112.75,25,1
591,KENT ARSENAULT,27,26,11,2.4444,0.6667,134.73,27,0
592,TERRANCE ROUSH,29,29,13,8.4483,0.4828,111.71,29,1
593,RENE MCALISTER,26,26,15,3.2308,0.5385,113.74,26,0
594,EDUARDO HIATT,27,25,12,3.2593,0.5185,130.73,27,0
595,TERRENCE GUNDERSON,30,30,16,2.9000,0.4000,117.70,30,2
596,ENRIQUE FORSYTHE,28,28,14,9.4286,0.3929,96.72,28,1
597,FREDDIE DUGGAN,25,25,13,10.6000,0.3200,99.75,25,1
598,WADE DELVALLE,22,22,13,2.9091,0.6364,83.78,22,3
599,AUSTIN CINTRON,19,19,11,4.4211,0.5789,83.81,19,3
